Timestamp, Market, Action, Price, Size, Notional Size
-----
2021-06-17 12:16:04.645056,BTC/USD,buy,38769.0,0.0005,19.3845
2021-06-17 12:16:04.651568,BTC-0625,sell,38730.0,0.0005,19.365000000000002
2021-06-17 12:16:06.328078,BTC-0625,buy,38768.0,0.0005,19.384
2021-06-17 12:16:06.330718,BTC/USD,sell,38742.0,0.0005,19.371
2021-06-17 13:41:01.647033,BTC/USD,buy,37828.0,0.0005,18.914
2021-06-17 13:41:01.654242,BTC-0625,sell,37802.0,0.0005,18.901
2021-06-17 13:41:03.245257,BTC-0625,buy,37817.0,0.0005,18.9085
2021-06-17 13:41:03.249547,BTC/USD,sell,37808.0,0.0005,18.904
